title,url,category,published,dominant_topic,dominant_topic_score
Giá vải thiều trên xe đẩy khiến khách hàng 'hoang mang',https://vnexpress.net/gia-vai-thieu-tren-xe-day-khien-khach-hang-hoang-mang-4899519.html,cuoi,,5,0.3686202545706937
Cá đuối nhảy lên mặt nước biến cá mập thành trò cười,https://vnexpress.net/thu-gian-video-hai-chuyen-la-ca-duoi-dung-khinh-cong-ne-ham-ca-map-4911154.html,cuoi,,1,0.5568838359258107
Đố bạn thấy điểm sai duy nhất trong 30 giây,https://vnexpress.net/cau-do-iq-thu-tai-tinh-mat-do-ban-thay-diem-sai-duy-nhat-trong-30-giay-4922977.html,cuoi,,1,0.4581112257228387
"4 con giáp sung sướng hơn người, cả đời ấm no",https://vnexpress.net/van-may-12-con-giap-con-giap-may-man-4-con-giap-sung-suong-hon-nguoi-ca-doi-am-no-4896534.html,cuoi,,1,0.6715108402640088
Tên tỉnh nào có chữ đầu và chữ cuối giống nhau?,https://vnexpress.net/cau-do-dia-danh-doan-ten-tinh-thanh-tra-cuu-tinh-thanh-sap-nhap-ten-tinh-nao-co-chu-dau-va-chu-cuoi-giong-nhau-4916986.html,cuoi,,1,0.698773081519441
Ba con giáp chuyển vận giàu có sau tuổi 36,https://vnexpress.net/van-may-12-con-giap-con-giap-may-man-hom-nay-ngay-9-8-sau-tuoi-36-3-con-giap-chuyen-van-giau-co-4924626.html,cuoi,,1,0.7024785644630546
3 con giáp sống sung sướng không phải lo tiền bạc khi về già,https://vnexpress.net/van-may-12-con-giap-con-giap-may-man-3-con-giap-song-sung-suong-khong-phai-lo-tien-bac-khi-ve-gia-4898586.html,cuoi,,1,0.5085760365087414
Thành ngữ chỉ 'có tiếng không có miếng' này là gì?,https://vnexpress.net/duoi-hinh-bat-chu-thanh-ngu-tuc-ngu-thanh-ngu-chi-co-tieng-khong-co-mieng-nay-la-gi-4919018.html,cuoi,,1,0.899445508951619
Di chuyển một que diêm biến phép tính sai thành đúng,https://vnexpress.net/cau-do-que-diem-di-chuyen-que-diem-di-chuyen-mot-que-diem-bien-phep-tinh-sai-thanh-dung-4909336.html,cuoi,,1,0.896268125830398
Thành ngữ nào ca ngợi người có khả năng lãnh đạo?,https://vnexpress.net/duoi-hinh-bat-chu-thanh-ngu-tuc-ngu-cau-thanh-ngu-chi-tai-thao-luoc-tren-chien-truong-nay-la-gi-4909985.html,cuoi,,1,0.9908140367182937
3 con giáp 'cầu được ước thấy' nhờ khí vận cát tường,https://vnexpress.net/van-may-12-con-giap-con-giap-may-man-3-con-giap-cau-duoc-uoc-thay-nho-khi-van-cat-tuong-4911666.html,cuoi,,1,0.9939982656337184
Tỉnh nào có nhiều đặc khu nhất Việt Nam sau sáp nhập?,https://vnexpress.net/crossword-giai-o-chu-o-chu-tinh-co-nhieu-dac-khu-nhat-viet-nam-sau-sap-nhap-4907966.html,cuoi,,7,0.41251884603693567
Điểm sai duy nhất trong tranh nằm ở đâu?,https://vnexpress.net/cau-do-iq-thu-tai-tinh-mat-diem-sai-duy-nhat-trong-tranh-nam-o-dau-4903301.html,cuoi,,1,0.4333314327482963
Công chúa Việt nào lấy 2 vua làm chồng?,https://vnexpress.net/crossword-giai-o-chu-o-chu-cong-chua-viet-nao-lay-2-vua-lam-chong-4906953.html,cuoi,,7,0.35850144467759804
Du khách Hàn đắm chìm trong âm nhạc sông nước của Việt Nam,https://vnexpress.net/thu-gian-video-hai-chuyen-la-du-khach-han-dam-chim-trong-khong-gian-am-nhac-song-nuoc-cua-viet-nam-4906033.html,cuoi,,6,0.6256784925624089
Tỉnh nào hẹp nhất Việt Nam sau sáp nhập?,https://vnexpress.net/cau-do-dia-danh-doan-ten-tinh-thanh-tinh-nao-hep-nhat-viet-nam-sau-sap-nhap-4911020.html,cuoi,,7,0.4472939841304447
Di chuyển 4 que diêm để không còn tam giác nào,https://vnexpress.net/cau-do-que-diem-di-chuyen-que-diem-di-chuyen-4-que-diem-de-khong-con-tam-giac-nao-4917328.html,cuoi,,1,0.5408018739433724
Cá sấu đang rình rập ở đâu trong đầm lầy?,https://vnexpress.net/cau-do-iq-thu-tai-tinh-mat-ca-sau-dang-rinh-rap-o-dau-trong-dam-lay-4919807.html,cuoi,,1,0.5674809198548147
Đâu là gia đình nhà chú rể và nhà cô dâu?,https://vnexpress.net/cau-do-iq-thu-tai-tinh-mat-dau-la-gia-dinh-nha-chu-re-va-nha-co-dau-4923476.html,cuoi,,5,0.55560001931472
4 con giáp nam càng già càng giàu,https://vnexpress.net/van-may-12-con-giap-con-giap-may-man-hom-nay-ngay-3-8-4-con-giap-nam-cang-gia-cang-giau-4921754.html,cuoi,,1,0.6296883958241998
Tỉnh nào của Việt Nam trong tên có 3 chữ 'N'?,https://vnexpress.net/tra-cuu-tinh-thanh-sap-nhap-tinh-thanh-cau-do-dia-danh-doan-ten-tinh-thanh-tinh-nao-cua-viet-nam-trong-ten-co-3-chu-n-4911502.html,cuoi,,1,0.7363328010018381
Nước Việt thuộc triều đại nào thời Thần điêu đại hiệp?,https://vnexpress.net/crossword-giai-o-chu-o-chu-nuoc-viet-thuoc-trieu-dai-nao-thoi-than-dieu-dai-hiep-4916413.html,cuoi,,7,0.4310114576512791
Vì sao gọi những người mua sắm hào phóng là 'khách sộp'?,https://vnexpress.net/cau-do-tieng-viet-do-chu-vi-sao-goi-nhung-nguoi-mua-sam-hao-phong-la-khach-sop-4909197.html,cuoi,,5,0.43436468977884357
Hai con cá 'đại chiến' dưới ao,https://vnexpress.net/thu-gian-video-hai-chuyen-la-hai-con-ca-dai-chien-duoi-ao-4912860.html,cuoi,,5,0.46896908440975105
Tỉnh nào ít thị trấn nhất Việt Nam?,https://vnexpress.net/crossword-giai-o-chu-o-chu-tinh-nao-it-thi-tran-nhat-viet-nam-4896781.html,cuoi,,7,0.5877871981868467
Thành phố nào đông dân nhất Việt Nam sau sáp nhập?,https://vnexpress.net/crossword-giai-o-chu-o-chu-thanh-pho-nao-dong-dan-nhat-viet-nam-sau-sap-nhap-4898483.html,cuoi,,1,0.46859003979263275
"Tỉnh nào có 147 xã, nhiều nhất Việt Nam?",https://vnexpress.net/crossword-giai-o-chu-o-chu-tinh-nao-co-147-xa-nhieu-nhat-viet-nam-4915831.html,cuoi,,7,0.4625104147352096
4 con giáp may mắn trong sự nghiệp không ai bằng,https://vnexpress.net/van-may-12-con-giap-con-giap-may-man-hom-nay-ngay-10-8-4-con-giap-may-man-trong-su-nghiep-khong-ai-bang-4924638.html,cuoi,,1,0.513402129456934
Bạn có đủ tinh mắt để thấy con rắn ở đâu?,https://vnexpress.net/cau-do-iq-thu-tai-tinh-mat-ban-co-du-tinh-mat-de-thay-con-ran-o-dau-4916862.html,cuoi,,1,0.6585715041201352
Đây là thành ngữ Việt Nam nổi tiếng nào?,https://vnexpress.net/duoi-hinh-bat-chu-thanh-ngu-tuc-ngu-day-la-thanh-ngu-viet-nam-noi-tieng-nao-4904301.html,cuoi,,1,0.9908142994533242
"Người IQ cao mới thấy điểm bất thường, còn bạn?",https://vnexpress.net/cau-do-iq-thu-tai-tinh-mat-nguoi-iq-cao-moi-thay-diem-bat-thuong-con-ban-4919728.html,cuoi,,5,0.5874901366802527
Hôn người đẹp vì ôtô phanh gấp,https://vnexpress.net/hon-nguoi-dep-vi-oto-phanh-gap-4896583.html,cuoi,,5,0.6423894429562034
Tỉnh nào dài nhất Việt Nam theo đường Quốc lộ 1A?,https://vnexpress.net/cau-do-dia-danh-doan-ten-tinh-thanh-tra-cuu-tinh-thanh-sap-nhap-tinh-nao-dai-nhat-viet-nam-theo-duong-quoc-lo-1a-4911673.html,cuoi,,8,0.3368119701611519
Nữ tài xế lùi xe xoay vòng '360 độ',https://vnexpress.net/thu-gian-video-hai-nu-tai-xe-lui-xe-xoay-vong-360-do-4918900.html,cuoi,,8,0.5714040543817389
Tỉnh thành nào có thu nhập bình quân cao nhất sau sáp nhập?,https://vnexpress.net/crossword-giai-o-chu-o-chu-tinh-thanh-nao-co-thu-nhap-binh-quan-cao-nhat-sau-sap-nhap-4899921.html,cuoi,,9,0.33744119380429893
Mỹ nhân được mệnh danh 'Tô Đát Kỷ đất Việt'?,https://vnexpress.net/crossword-giai-o-chu-o-chu-my-nhan-duoc-menh-danh-to-dat-ky-dat-viet-4906943.html,cuoi,,7,0.3720806785791199
Khi nào 4:3 = 2 mà không phải tính sai?,https://vnexpress.net/cau-do-toan-hoc-de-kiem-tra-de-thi-khi-nao-4-3-2-ma-khong-phai-tinh-sai-4912505.html,cuoi,,1,0.7087506408749867
Ba con giáp bứt phá tài chính từ giữa tháng 6 âm lịch,https://vnexpress.net/van-may-12-con-giap-con-giap-may-man-hom-nay-ngay-4-8-ba-con-giap-but-pha-tai-chinh-tu-giua-thang-6-am-lich-4922443.html,cuoi,,1,0.9947963834301093
'Khách sộp' dỗi vì bị mời ra khỏi cửa hàng điện thoại,https://vnexpress.net/thu-gian-video-hai-chuyen-la-khach-sop-doi-vi-bi-moi-ra-khoi-cua-hang-dien-thoai-4903803.html,cuoi,,5,0.6651112968110211
Bốn con giáp cuộc sống đổi vận giữa tháng 5 Âm,https://vnexpress.net/van-may-12-con-giap-con-giap-may-man-bon-con-giap-cuoc-song-doi-van-giua-thang-5-am-4897091.html,cuoi,,1,0.7686486142146713
"Tên tỉnh nào có 10 chữ cái, dài nhất Việt Nam?",https://vnexpress.net/cau-do-dia-danh-doan-ten-tinh-thanh-tra-cuu-tinh-thanh-sap-nhap-ten-tinh-nao-co-10-chu-cai-dai-nhat-viet-nam-4915804.html,cuoi,,7,0.49367025289608296
Hậu trường cảnh đập bàn cho kiếm bay lên trong phim kiếm hiệp,https://vnexpress.net/thu-gian-video-hai-hau-truong-canh-dap-ban-cho-kiem-bay-len-trong-phim-kiem-hiep-4910181.html,cuoi,,5,0.4068281929424027
Hổ tướng Tam Quốc nào có tài bắn cung 'bách phát bách trúng'?,https://vnexpress.net/crossword-giai-o-chu-o-chu-ho-tuong-tam-quoc-nao-co-tai-ban-cung-bach-phat-bach-trung-4910628.html,cuoi,,1,0.44094600670912837
Năm con giáp 'tiền vô như nước' trong 7 ngày tới,https://vnexpress.net/van-may-12-con-giap-con-giap-may-man-5-con-giap-tien-vo-nhu-nuoc-trong-7-ngay-toi-4898507.html,cuoi,,1,0.9819973442096793
Triều đại duy nhất sử Việt từng 2 lần dời đô?,https://vnexpress.net/crossword-giai-o-chu-o-chu-su-viet-lich-su-viet-nam-trieu-dai-duy-nhat-su-viet-tung-2-lan-doi-do-4916813.html,cuoi,,1,0.44430362932268536
Tên tỉnh nào ngày nay được vua nhà Lý đặt tên?,https://vnexpress.net/crossword-giai-o-chu-o-chu-ten-tinh-nao-ngay-nay-duoc-vua-nha-ly-dat-ten-4911519.html,cuoi,,1,0.5751707329382808
"Bốn con giáp không lo thiếu tiền, sự nghiệp thăng tiến trong tháng 8",https://vnexpress.net/van-may-12-con-giap-con-giap-may-man-hom-nay-ngay-31-7-4-con-giap-khong-lo-thieu-tien-su-nghiep-thang-tien-trong-thang-8-4920347.html,cuoi,,1,0.7757712088075677
Tỉnh nào có đường bờ biển dài nhất Việt Nam sau sáp nhập?,https://vnexpress.net/crossword-giai-o-chu-o-chu-tinh-nao-co-duong-bo-bien-dai-nhat-viet-nam-sau-sap-nhap-4912356.html,cuoi,,6,0.45329581729801444
"Sau hạ chí, 3 con giáp đổi vận đỏ như son",https://vnexpress.net/van-may-12-con-giap-con-giap-may-man-sau-ha-chi-3-con-giap-doi-van-do-nhu-son-4905201.html,cuoi,,1,0.99323116773588
Di chuyển một que diêm để phép tính đúng?,https://vnexpress.net/cau-do-que-diem-di-chuyen-que-diem-di-chuyen-mot-que-diem-de-phep-tinh-dung-4908290.html,cuoi,,1,0.8613741587519866
Câu tục ngữ về mua bán danh phận này là gì?,https://vnexpress.net/duoi-hinh-bat-chu-thanh-ngu-tuc-ngu-cau-tuc-ngu-ve-mua-ban-danh-phan-nay-la-gi-4904324.html,cuoi,,1,0.9913443014477714
Công chúa nào là vợ Hoàng đế Quang Trung?,https://vnexpress.net/crossword-giai-o-chu-o-chu-cong-chua-nao-la-vo-hoang-de-quang-trung-4923735.html,cuoi,,7,0.4956013104227748
Những kỹ xảo phá vỡ quy luật vật lý trong phim Ấn Độ,https://vnexpress.net/thu-gian-video-hai-nhung-ky-xao-pha-vo-quy-luat-vat-ly-trong-phim-an-do-4912535.html,cuoi,,5,0.36247824610971885
"Khu vực nào không có biển, sau sáp nhập đều giáp biển?",https://vnexpress.net/crossword-giai-o-chu-o-chu-khu-vuc-nao-truoc-day-khong-giap-bien-gio-deu-giap-bien-4907985.html,cuoi,,1,0.44158785572858367
Tướng Việt nào cãi lệnh vua để tránh đối đầu bạn thân trên chiến trường?,https://vnexpress.net/crossword-giai-o-chu-o-chu-tuong-viet-nao-cai-lenh-vua-de-tranh-doi-dau-ban-than-tren-chien-truong-4910983.html,cuoi,,1,0.32034805113766757
Cô gái ngã chỏng vó khi cưỡi trâu,https://vnexpress.net/thu-gian-video-hai-co-gai-nga-chong-vo-khi-cuoi-trau-4918880.html,cuoi,,5,0.8371331747867194
"Bang nào tên có 4 chữ cái, ngắn nhất nước Mỹ?",https://vnexpress.net/dia-ly-nuoc-my-kham-pha-nuoc-my-bang-nao-trong-ten-co-4-chu-cai-ngan-nhat-nuoc-my-4913902.html,cuoi,,1,0.6817550127678007
Ba con giáp giàu bất ngờ như trúng xổ số từ ngày 8/7,https://vnexpress.net/van-may-12-con-giap-con-giap-may-man-ba-con-giap-giau-bat-ngo-nhu-trung-xo-so-tu-ngay-8-7-4911617.html,cuoi,,1,0.9910867760375554
Ếch trổ tài bơi ngửa ngư vận động viên,https://vnexpress.net/ech-tro-tai-boi-ngua-ngu-van-dong-vien-4904310.html,cuoi,,1,0.7491975468288619
Từ nào trong tiếng Việt có 4 chữ 'G'?,https://vnexpress.net/cau-do-tieng-viet-do-chu-day-la-chu-gi-tu-nao-trong-tieng-viet-co-4-chu-g-4896122.html,cuoi,,1,0.9836331673134906
Tỉnh nào đông dân nhất Việt Nam sau sáp nhập?,https://vnexpress.net/tinh-nao-co-dan-so-dong-nhat-sau-sap-nhap-4898504.html,cuoi,,1,0.49458624995014944
Di chuyển que diêm nào để phép tính đúng,https://vnexpress.net/cau-do-que-diem-di-chuyen-que-diem-di-chuyen-mot-que-diem-de-phep-tinh-sai-hoa-dung-4919890.html,cuoi,,1,0.620451806661223
Chặn lưới tóm gọn mẻ cá khủng,https://vnexpress.net/thu-gian-video-hai-chuyen-la-chan-luoi-tom-gon-me-ca-khung-khi-nuoc-ngap-4917040.html,cuoi,,6,0.484737500431569
Bạn có thể tìm ra chủ nhân của con mèo?,https://vnexpress.net/cau-do-iq-thu-tai-tinh-mat-ban-co-the-tim-ra-chu-nhan-cua-con-meo-4912458.html,cuoi,,1,0.8652443221753733
Từ nào trong Tiếng Việt có đến ba chữ 'Y'?,https://vnexpress.net/cau-do-tieng-viet-do-chu-day-la-chu-gi-tu-nao-trong-tieng-viet-co-den-ba-chu-y-4922914.html,cuoi,,1,0.8842060176730185
Con gì càng tối càng to ra?,https://vnexpress.net/cau-do-tieng-viet-do-chu-day-la-con-gi-con-gi-cang-toi-cang-to-ra-4903998.html,cuoi,,1,0.4280499000730842
Những tỉnh thành nào sáp nhập từ 3 địa phương?,https://vnexpress.net/cau-do-dia-danh-doan-ten-tinh-thanh-tra-cuu-tinh-thanh-sap-nhap-nhung-tinh-thanh-nao-sap-nhap-tu-3-dia-phuong-4912315.html,cuoi,,1,0.5454761029288412
Xe máy giải cứu ôtô hết điện trên đường làng,https://vnexpress.net/xe-may-giai-cuu-oto-het-dien-tren-duong-lang-4896900.html,cuoi,,8,0.4554134969054892
Chỉ 1/100 người vượt qua câu đố hình ảnh này,https://vnexpress.net/cau-do-iq-thu-tai-tinh-mat-chi-1-100-nguoi-vuot-qua-cau-do-hinh-anh-nay-4898741.html,cuoi,,1,0.9830145815134667
